ID;TITLE;SENTIMENT;CATEGORY_DATA;len;CATEGORY_DATA_filtred
12870285;The U.S. will definitely default on its debt come June 1st;NEGATIVE;['ICO', 'REGULATION'];2;REGULATION:ICO
5122371;Nobel Prize-Winning Economist Says Blockchain Technology Is a Waste of Time and Energy;NEGATIVE;['BLOCKCHAIN', 'TECHNOLOGY', 'BTC'];3;BTC:BLOCKCHAIN:TECHNOLOGY
14250090;Ordinals-like tokens on Ethereum surge past $1 million in volume;NEUTRAL;['BLOCKCHAIN', 'ETH', 'ICO'];3;BLOCKCHAIN:ICO:ETH
10764840;Shiba Inu Lead Developer Bashes Bitboy as Shibarium FUD Gains Momentum;NEGATIVE;['SHIB', 'MARKET'];2;MARKET:SHIB
15110683;XRP price can fall 40% by September — Fractal analysis;NEGATIVE;['XRP', 'TRADING', 'MARKET', 'REGULATION'];4;TRADING:MARKET:REGULATION
16043404;Bitcoin ETF Hopefuls Face Setback as SEC Delays Ruling;NEGATIVE;['BTC', 'REGULATION', 'EXCHANGE'];3;BTC:EXCHANGE:REGULATION
13495097;Bitcoin: Eye Candy, Narratives, And 2021 Price Predictions;NEUTRAL;['TRADING', 'BTC', 'REGULATION'];3;TRADING:BTC:REGULATION
57442;SAND reclaims $3.1 as the token retains position among top 140 tokens;NEUTRAL;['ICO', 'TRADING', 'SAND', 'BLOCKCHAIN', 'BUSINESS'];5;TRADING:BUSINESS:BLOCKCHAIN
15733123;Flare Founder Highlights How XRP Lawsuit Impedes Ripple Products Development;NEGATIVE;['XRP', 'REGULATION', 'EXCHANGE'];3;EXCHANGE:REGULATION:XRP
5286;North Korea’s Lazarus Group Behind $100M Harmony Hack: Report;NEGATIVE;['BLOCKCHAIN', 'AXS', 'ASIA', 'BTC', 'ETH'];5;BTC:BLOCKCHAIN:ETH
1874317;Bigger Market Crash Coming! Millions Will be Wiped Out – Warns Robert Kiyosaki;NEGATIVE;['MARKET', 'ALTCOIN', 'BUSINESS', 'FIAT'];4;MARKET:BUSINESS:ALTCOIN
11707730;Blockchain Security Firm PeckShield: DeFi Protocol Yearn Finance Suffers $11 Million Exploit – Here's What Happened;NEGATIVE;['BLOCKCHAIN', 'USDT', 'YFI', 'AAVE', 'EXCHANGE', 'ICO'];6;EXCHANGE:BLOCKCHAIN:ICO
10176296;Binance’s Custody Arm Looking to Score Singapore License;NEUTRAL;['ASIA', 'EXCHANGE'];2;EXCHANGE:ASIA
14878268;$300 Million Shorts Obliterated in XRP Market Surge, Bears Left Reeling;POSITIVE;['XRP', 'MARKET', 'TRADING'];3;TRADING:MARKET:XRP
6023743;Nansen Report Suggests a Final Dip Can Occur Before Crypto Prices Rise;NEUTRAL;['MARKET', 'FIAT', 'TRADING'];3;TRADING:MARKET:FIAT
13877119;Analyzing the performance of L2 solutions amidst market unrest;POSITIVE;['MARKET', 'MATIC', 'ALTCOIN', 'BLOCKCHAIN'];4;MARKET:BLOCKCHAIN:ALTCOIN
12450295;"Bitcoin Price Live: $25,000 Incoming for the BTC Price; Analyst Says He is not Holding Active Positions!";POSITIVE;['BTC', 'TRADING'];2;TRADING:BTC
4031019;FTX Suspends Customer Signups After Widespread Criticism;NEGATIVE;['BUSINESS', 'EXCHANGE'];2;BUSINESS:EXCHANGE
1347999;Ethereum, Binance Coin and Two Additional Altcoins Have Limited Upside, Warns Top Crypto Trader;NEGATIVE;['ETH', 'ALTCOIN', 'ATOM', 'EXCHANGE', 'BLOCKCHAIN'];5;EXCHANGE:BLOCKCHAIN:ETH
14051588;Bitcoin Custody Firm Casa Rolls out Ethereum Support;NEUTRAL;['BTC', 'ETH', 'ICO', 'TECHNOLOGY'];4;BTC:ICO:ETH
7844980;Solana Keeps on Crumbling Due to FTX Ties;NEGATIVE;['SOL', 'BTC', 'EXCHANGE'];3;BTC:EXCHANGE
14889015;Security and Staking: Algorand CTO Reveals Future of The Popular Blockchain And New Features;POSITIVE;['ALGO', 'ADA', 'BLOCKCHAIN', 'ETH', 'TRADING'];5;TRADING:BLOCKCHAIN:ETH
13558059;Cardano ($ADA) Must Hold Key Level to Remain Bullish, Says Veteran Trader Peter Brandt;POSITIVE;['ADA', 'TRADING', 'ALTCOIN'];3;TRADING:ALTCOIN:ADA
5169563;Nexo (NEXO) and XDC Network (XDC) Are Losing Value Fast While Snowfall Protocol (SNW) Is Up Over 500% In The Past Few Weeks!;NEGATIVE;['BLOCKCHAIN', 'SPONSORED'];2;BLOCKCHAIN:SPONSORED
32560;Report: MANA, SAND, AXS, APE, GMT lead crypto game with…;NEUTRAL;['ETH', 'AXS', 'BTC', 'EXCHANGE', 'ICO'];5;BTC:EXCHANGE:ICO
5058994;Crypto Firm Core Scientific Says It’s Considering Bankruptcy;NEGATIVE;['BTC', 'BUSINESS', 'MINING'];3;BTC:BUSINESS:MINING
32500;Alibaba Cloud Announces the Launch of NFT Solutions;NEUTRAL;['ASIA', 'BLOCKCHAIN', 'MARKET', 'MINING', 'SPONSORED'];5;MARKET:BLOCKCHAIN:SPONSORED
14459248;Vitalik Buterin Reveals Complexity of Multi-Signature Wallets for Ethereum Staking;NEUTRAL;['ETH', 'BUSINESS', 'TRADING'];3;TRADING:BUSINESS:ETH
3852171;Mango Markets hack: Assessing the driving factor behind the “bold” settlement;NEGATIVE;['MARKET', 'SOL', 'ALTCOIN', 'BLOCKCHAIN'];4;MARKET:BLOCKCHAIN:ALTCOIN
10906240;Non-zero Bitcoin wallets up 2.6% as BTC price hits $28k;POSITIVE;['BTC', 'TRADING', 'EXCHANGE'];3;TRADING:BTC:EXCHANGE
2656230;Cryptocurrency Investment Platform HASHFROG Partnered With BITMAIN and ANTPOOL to Enter the KDA Ecosystem;NEUTRAL;['MARKET', 'BLOCKCHAIN', 'SPONSORED'];3;MARKET:BLOCKCHAIN:SPONSORED
11758794;Rocket Pool (RPL) And Polygon (MATIC) are a Passing Trend, DigiToads (TOADS) is the Next Big Thing;POSITIVE;['MATIC', 'ICO', 'MARKET', 'SPONSORED'];4;MARKET:ICO:SPONSORED
6440300;Binance Coin price analysis: BNB decreases its value to $242.8 after strong bearish interference;NEGATIVE;['TRADING', 'MARKET', 'EXCHANGE'];3;TRADING:MARKET:EXCHANGE
57205;DeFiChain Adds New dTokens Corresponding to Disney, Intel, MicroStrategy, and iShares MSCI China ETF;POSITIVE;['ASIA', 'BLOCKCHAIN', 'BTC', 'ICO', 'SPONSORED'];5;BTC:BLOCKCHAIN:ICO
13556642;Ethereum Co-Founder: Ukraine-Russia War Setting Stage for Mainstream Crypto Adoption;POSITIVE;['ETH', 'REGULATION'];2;REGULATION:ETH
10487188;Steve Forbes Says the Fed Is ‘Inflicting Unnecessary Pain’ With Interest Rate Hikes;NEGATIVE;['FIAT', 'ICO'];2;ICO:FIAT
34709;Will Bulls Take The Reins Of Dogecoin, Shiba Inu Price Action?;NEUTRAL;['DOGE', 'SHIB', 'MARKET', 'TRADING'];4;TRADING:MARKET:SHIB
12562877;"Bitcoin Drops Below Crucial Levels; Here’s What’s Next for the BTC Price!";NEGATIVE;['BTC', 'TRADING', 'MARKET'];3;TRADING:MARKET:BTC
11147102;How Can Ethereum Account Abstraction Improve the Network’s Performance and Scalability?;NEUTRAL;['ETH', 'BLOCKCHAIN'];2;BLOCKCHAIN:ETH
14574760;BlackRock’s BTC ETF Filing Could ‘Democratize Crypto,’ CEO Larry Fink Says;POSITIVE;['BTC', 'FIAT', 'REGULATION'];3;BTC:REGULATION:FIAT
12189819;Uwerx Set To Gain 2,000% In 2024 Following Presale And Ethereum (ETH) Price Prediction;POSITIVE;['ETH', 'TRADING', 'BLOCKCHAIN', 'MARKET', 'SPONSORED'];5;TRADING:MARKET:BLOCKCHAIN
15488165;Fleek Network Releases New Whitepaper for Decentralized Edge Platform;POSITIVE;['BLOCKCHAIN', 'SPONSORED'];2;BLOCKCHAIN:SPONSORED
50873;Here’s how you can become an expert in crypto trading!;NEUTRAL;['TRADING', 'SPONSORED'];2;TRADING:SPONSORED
12937119;Binance Assists US Law Enforcement in Seizing $4.4M Linked to North Korean Organized Crime, Freezes Accounts;POSITIVE;['ADA', 'BLOCKCHAIN', 'EXCHANGE', 'REGULATION'];4;EXCHANGE:BLOCKCHAIN:REGULATION
14096222;Former CFTC chair alleges SEC acted deliberately in timing of Coinbase lawsuit;NEGATIVE;['REGULATION', 'TRADING'];2;TRADING:REGULATION
12124095;US Dollar Suffering ‘Stunning Collapse’, Losing Reserve Status Due to Currency Weaponization: Report;NEGATIVE;['FIAT', 'MARKET'];2;MARKET:FIAT
15349890;Shiba Inu (SHIB) and Dogecoin (DOGE) Experience Large Dips While the Expected New Meme Coin, Pomerdoge (POMD) Tipped As Best To Watch In 2023;NEUTRAL;['DOGE', 'SHIB', 'TRADING', 'BUSINESS', 'ICO'];5;TRADING:BUSINESS:ICO
9839672;Sushi plans derivatives exchange on Sei blockchain for second quarter;NEUTRAL;['SUSHI', 'ATOM', 'BLOCKCHAIN', 'EXCHANGE', 'TRADING'];5;TRADING:EXCHANGE:BLOCKCHAIN
11107806;Decoding how TRON [TRX] surpassed BTC, ETH in active address count;POSITIVE;['TRX', 'BTC', 'ETH', 'ALTCOIN'];4;BTC:ETH:ALTCOIN
26250;Not In A State To Support Failed & Poor Performing Cryptos, Claims Binance￼;NEGATIVE;['EXCHANGE', 'BLOCKCHAIN'];2;EXCHANGE:BLOCKCHAIN
43094;XRP: Despite SEC’s crumbling lawsuit against Ripple, investors aren’t impressed;NEGATIVE;['XRP', 'ALTCOIN', 'BTC', 'REGULATION', 'TRADING'];5;TRADING:BTC:REGULATION
3858075;Ethereum lost almost 20% of its market cap since the Merge upgrade;NEGATIVE;['ETH', 'MARKET'];2;MARKET:ETH
14360936;SEC Says BlackRock and Fidelity’s Spot Bitcoin ETF Filings Are Unclear and Incomprehensive: Report;NEGATIVE;['BTC', 'REGULATION', 'EXCHANGE', 'TRADING'];4;TRADING:BTC:EXCHANGE
27745;MATIC’s last 80 days have this to say about the crypto’s fortunes;NEGATIVE;['MATIC', 'TRADING', 'ALTCOIN', 'BUSINESS', 'MARKET'];5;TRADING:MARKET:BUSINESS
12366732;Solana seeks business proposals for NFT Brand Pitch contest;POSITIVE;['BUSINESS', 'SOL', 'ETH'];3;BUSINESS:ETH
6143925;Crypto will cause ‘next financial crisis’ and should be banned, RBI says;NEGATIVE;['FIAT', 'REGULATION'];2;REGULATION:FIAT
28018;Billy Marcus: If Dogecoin is a Pyramid Scheme, So is the Crypto Market;NEUTRAL;['MARKET', 'DOGE', 'BUSINESS', 'COMMODITY', 'BLOCKCHAIN'];5;MARKET:BUSINESS:BLOCKCHAIN
12936390;Terra Founder Do Kwon Trapped Behind Bars with No Escape;NEGATIVE;['ALTCOIN', 'LUNA'];2;ALTCOIN
42703;Bulls, bears, and their ongoing brawl over a land full of SAND;NEUTRAL;['SAND', 'TRADING', 'ALTCOIN', 'ICO'];4;TRADING:ICO:ALTCOIN
15498340;Curve Finance confirms the affected pools in the platform’s exploit;NEGATIVE;['CRV', 'MINING', 'BLOCKCHAIN', 'ETH', 'EXCHANGE'];5;EXCHANGE:BLOCKCHAIN:ETH
39403;Disgraced GOP Rep Faces House Investigation Over 'Let's Go Brandon' Coin;NEGATIVE;['BUSINESS', 'ICO'];2;BUSINESS:ICO
9176;Celsius token loses 85% of its value as investors lose life savings;NEGATIVE;['BUSINESS', 'ICO'];2;BUSINESS:ICO
11974717;Can Uwerx (WERX) Easily Outperform Solana (SOL) and Polkadot (DOT)?;NEUTRAL;['DOT', 'SOL', 'MARKET', 'BLOCKCHAIN', 'SPONSORED'];5;MARKET:BLOCKCHAIN:SPONSORED
556093;Crypto Investors on the Lookout for the Fed’s Interest Rate Hike;NEUTRAL;['BUSINESS', 'BTC', 'MARKET'];3;MARKET:BTC:BUSINESS
16034863;DeFi Protocol Zunami Loses Over $2M In Price Manipulation Exploit;NEGATIVE;['BLOCKCHAIN', 'TRADING', 'CRV', 'ETH', 'MINING'];5;TRADING:BLOCKCHAIN:ETH
14552775;BlackRock Boss Larry Fink Praises Bitcoin for ‘Digitizing Gold’;POSITIVE;['BTC', 'BUSINESS'];2;BTC:BUSINESS
10349286;Former SEC Attorney Warns Binance Will Face “Inevitable” Bank Run;NEGATIVE;['EXCHANGE', 'FIAT', 'REGULATION'];3;EXCHANGE:REGULATION:FIAT
10094936;Ether set to gain market leadership as the ‘stars are aligned,’ say Bernstein analysts;POSITIVE;['ETH', 'MARKET', 'BTC', 'EXCHANGE'];4;MARKET:BTC:EXCHANGE
12725851;Ethereum dips as PEPE whales take profits;NEGATIVE;['ETH', 'ICO', 'TRADING'];3;TRADING:ICO:ETH
14589482;Pepe gets back in the game as whales show their strength;NEUTRAL;['ALTCOIN', 'ICO'];2;ICO:ALTCOIN
49814;Decentralized Protocol Loses More Than $13.4M to Hackers;NEGATIVE;['BLOCKCHAIN', 'FTM', 'TECHNOLOGY'];3;BLOCKCHAIN:TECHNOLOGY
14876413;Recently Exploited Crypto Bridge Shuts, Says China Detained CEO and His Sister;NEGATIVE;['ASIA', 'BLOCKCHAIN'];2;BLOCKCHAIN:ASIA
53600;Experts Fear Market Crisis Will Cause Bitcoin To Go Under $30,000;NEGATIVE;['BTC', 'MARKET', 'ICO'];3;MARKET:BTC:ICO
12767990;Bittrex CEO’s Game-Changing Plan for Crypto Industry Revealed at Bitcoin 2023 Conference!;POSITIVE;['BTC', 'ICO'];2;BTC:ICO
10505728;Helium (HNT) & Huobi Token (HT) prices decline, Orbeon Protocol (ORBN) presale continues to sell out;NEGATIVE;['ICO', 'BLOCKCHAIN', 'MARKET'];3;MARKET:BLOCKCHAIN:ICO
15190124;Making sense of Bitcoin reward halving;POSITIVE;['BTC', 'MINING', 'BLOCKCHAIN'];3;BTC:BLOCKCHAIN:MINING
15610191;Polygon Zero exposes shocking plagiarism by competitor;NEGATIVE;['MATIC', 'BLOCKCHAIN', 'ETH', 'TECHNOLOGY'];4;BLOCKCHAIN:ETH:TECHNOLOGY
1930149;JPMorgan Advises Investors to Sell Crypto, Buy Value Stocks — Says the Fed Overestimates Strength of US Economy;NEGATIVE;['BUSINESS', 'BTC', 'FIAT'];3;BTC:BUSINESS:FIAT
12259400;XRP Becomes Currency of This Metaverse, Here’s Its Utility;POSITIVE;['XRP'];1;XRP
13573517;What Is Bitcoin, And How Paying with Bitcoin Is So Valuable for People?;NEUTRAL;['BTC', 'SPONSORED'];2;BTC:SPONSORED
13498220;SHIB flips CRO, Ranks as the 12th Biggest Crypto by Market Cap in the World;POSITIVE;['SHIB', 'MARKET', 'AVAX'];3;MARKET:SHIB
11434630;ECB Member Fabio Panetta Claims Rising Profit Margins Could Be Fueling Inflation;NEUTRAL;['BUSINESS', 'FIAT'];2;BUSINESS:FIAT
8903098;Binance Unveils Free Tax Tool Offering Tax Information Tailored For Individual Users;POSITIVE;['EXCHANGE', 'REGULATION', 'ICO'];3;EXCHANGE:REGULATION:ICO
12062932;Beware, Pepe Memecoin Fans! Wallet Draining “Airdrop” Scams Circulating;NEGATIVE;['BUSINESS', 'TECHNOLOGY'];2;BUSINESS:TECHNOLOGY
14426433;I asked ChatGPT about BNB’s price action and it underlined the coin’s resilience;NEUTRAL;['ALTCOIN', 'TRADING'];2;TRADING:ALTCOIN
12592535;Bittrex Global Exchange Review: A simple straightforward cryptocurrency exchange;NEUTRAL;['EXCHANGE', 'BTC'];2;BTC:EXCHANGE
11762662;As ETH surged following the Shapella upgrade, here’s how LSD tokens fared;POSITIVE;['ETH', 'ALTCOIN', 'ICO', 'MARKET'];4;MARKET:ICO:ETH
12128780;Ethereum (ETH) Price to Drop by 57%? Here Are the Potential Low Levels;NEGATIVE;['ETH', 'TRADING', 'ALTCOIN'];3;TRADING:ETH:ALTCOIN
12319653;Crypto Trading Platform Enclave Starts Fully Encrypted Spot Exchange;NEUTRAL;['TRADING', 'EXCHANGE'];2;TRADING:EXCHANGE
13586874;Aave Pushes to Take DeFi Mainstream: Launches Aave Version 3, Expands To Six Blockchains;NEUTRAL;['AAVE'];1;
51323;AkuDreams developers lock up $33M due to a smart contract vulnerability;NEGATIVE;['ETH', 'BLOCKCHAIN', 'BUSINESS'];3;BUSINESS:BLOCKCHAIN:ETH
11625235;FTX Debtors Unveil Report That Identifies and Discusses Control Failures by Sam Bankman-Fried Led Management;NEGATIVE;['EXCHANGE', 'SPONSORED'];2;EXCHANGE:SPONSORED
14246054;Shiba Inu Lead Developer Says ‘Something Lovely is Coming”;POSITIVE;['SHIB', 'ICO', 'MARKET'];3;MARKET:ICO:SHIB
35217;Gemini’s Winklevoss Brothers Blame Crypto Winter for 10% Staff Cut;NEGATIVE;['EXCHANGE', 'MARKET'];2;MARKET:EXCHANGE
8551311;Dogecoin (DOGE) Price Skyrocketing in the Last 24 Hours;POSITIVE;['DOGE', 'TRADING'];2;TRADING:DOGE
9822733;Hottest Crypto Market Stocks to Invest in Before Q2— Dogetti, Tezos, and ApeCoin;NEUTRAL;['MARKET', 'BLOCKCHAIN', 'SPONSORED'];3;MARKET:BLOCKCHAIN:SPONSORED
8434146;Binance Has Invested More than $500 million in 2022 to Support Web3 and Blockchain Innovation;NEUTRAL;['EXCHANGE', 'BLOCKCHAIN'];2;EXCHANGE:BLOCKCHAIN
12955363;Crypto industry on edge as Multichain’s safety concerns deepen;NEGATIVE;['TRADING', 'BLOCKCHAIN', 'EXCHANGE', 'ICO'];4;TRADING:EXCHANGE:BLOCKCHAIN
41850;Ethereum: How investors can hope to save $125B of ETH;NEGATIVE;['ETH', 'BUSINESS', 'TRADING'];3;TRADING:BUSINESS:ETH
11103489;Kokomo Finance “Exit Scam” reported, over $4 million lost;NEGATIVE;['BLOCKCHAIN', 'ICO'];2;BLOCKCHAIN:ICO
53823;Indian Crypto Exchange CoinDCX Hits $2B Valuation in New Funding Round;POSITIVE;['EXCHANGE', 'ICO', 'BUSINESS'];3;BUSINESS:EXCHANGE:ICO
9396196;Court approves sale of certain FTX investments, tokens and equity shares;NEUTRAL;['ICO', 'REGULATION'];2;REGULATION:ICO
11281735;XRP Surges on 'Investor Hope' That Ripple Defeats SEC;POSITIVE;['REGULATION', 'XRP', 'BUSINESS', 'ICO'];4;BUSINESS:REGULATION:ICO
7160394;Bonk (BONK), the Solana (SOL) Savior, Suddenly Dumps 54%;NEGATIVE;['SOL', 'ALTCOIN', 'MARKET'];3;MARKET:ALTCOIN
14893247;Coinbase Restricts Ethereum, Solana Staking in Four US States;NEGATIVE;['BUSINESS', 'ETH', 'SOL'];3;BUSINESS:ETH
10503105;6 Possible Reasons Why Bitcoin Crashed Below $20K in a Day;NEUTRAL;['BTC', 'REGULATION', 'TRADING'];3;TRADING:BTC:REGULATION
14152992;Top Analyst Claims Altcoin Bull Run Has Begun, Urges Investors to Buy;POSITIVE;['ALTCOIN', 'BUSINESS', 'TRADING', 'MARKET'];4;TRADING:MARKET:BUSINESS
10970429;AI predicts XRP price for Easter 2023;POSITIVE;['XRP', 'TRADING', 'ICO', 'MARKET', 'REGULATION'];5;TRADING:MARKET:REGULATION
10422866;Reactions Pour In as Vitalik Buterin Offloads $700k Worth of Shitcoins;NEGATIVE;['ETH', 'ICO', 'MARKET'];3;MARKET:ICO:ETH
14849123;US Government Moves Over 9K BTC To 101 Addresses;NEUTRAL;['BTC', 'MARKET', 'ICO'];3;MARKET:BTC:ICO
11196330;Biden Administration’s Crypto Actions Will Have Election Consequences, According to ARK Invest’s Cathie Wood;NEUTRAL;['BTC', 'ALTCOIN'];2;BTC:ALTCOIN
5296168;Coinbase Revenue Will Be ‘Half or Less’ of Last Year’s: CEO Brian Armstrong;NEGATIVE;['BUSINESS', 'EXCHANGE', 'MARKET', 'TRADING'];4;TRADING:MARKET:BUSINESS
13573330;How to Buy a MultiMillion (MMM) Token? Will MMM Hit $1 Soon?;NEUTRAL;['ICO', 'TRADING', 'ETH'];3;TRADING:ICO:ETH
14015185;Anticipation Builds as US Central Bank Eyes Two More Rate Hikes, Targeting 5.6% by Year-End;NEUTRAL;['BUSINESS', 'FIAT', 'MARKET'];3;MARKET:BUSINESS:FIAT
15807336;Why Huobi’s volume spike has raised eyebrows;NEUTRAL;['ALTCOIN', 'ICO', 'MARKET'];3;MARKET:ICO:ALTCOIN
12801649;Arbitrum Project Swaprum Suffers Rug Pull, Tokens Value Falls to Zero;NEGATIVE;['ICO', 'TRADING'];2;TRADING:ICO
3856921;EU agrees on text of the first-ever regulatory Bitcoin framework;POSITIVE;['BTC', 'MARKET', 'REGULATION'];3;MARKET:BTC:REGULATION
12978014;Jimbo's Protocol on Arbitrum Hacked, Resulting in $7 Million Loss in Ethereum;NEGATIVE;['ETH', 'BLOCKCHAIN', 'TECHNOLOGY'];3;BLOCKCHAIN:ETH:TECHNOLOGY
3723028;Ethereum Classic (ETC) attempts to recover from the bear phase!;NEUTRAL;['ETC', 'BLOCKCHAIN', 'TRADING'];3;TRADING:BLOCKCHAIN
14113287;Should You Buy Ethereum (ETH)? Experts Are Proposing a Better Alternative;NEUTRAL;['ETH', 'BLOCKCHAIN', 'BUSINESS', 'MARKET', 'SPONSORED'];5;MARKET:BUSINESS:BLOCKCHAIN
11417492;Dogecoin: Elon Musk At It Again, Here’s What Might Happen With DOGE Next;NEUTRAL;['DOGE', 'TRADING'];2;TRADING:DOGE
10719750;AVAX price analysis for 15 March 2023;NEUTRAL;['AVAX', 'MARKET', 'TRADING', 'BLOCKCHAIN'];4;TRADING:MARKET:BLOCKCHAIN
4646006;Iris Energy mining rigs set to go offline following $108M loan default;NEGATIVE;['BTC', 'MINING', 'MARKET'];3;MARKET:BTC:MINING
45330;Shiba Inu price analysis: For the next 24 hours, SHIB is set to break below;NEGATIVE;['SHIB', 'MARKET', 'TRADING'];3;TRADING:MARKET:SHIB
14579616;Cardano (ADA) Puts Pressure on $0.3 in a Developing Bullish Trend;POSITIVE;['ADA', 'TRADING'];2;TRADING:ADA
11793617;22,550,000,000 Shiba Inu and Other Crypto Assets Stolen From Bitrue Exchange in Massive Hack: PeckShield;NEGATIVE;['SHIB', 'ETH', 'EXCHANGE', 'ICO', 'MATIC'];5;EXCHANGE:ICO:ETH
10923158;"Ethereum [ETH]: Investors return to L2 bridges; zKSync, StarkNet addresses swell";NEUTRAL;['ETH', 'ICO', 'ALTCOIN', 'BLOCKCHAIN', 'BUSINESS'];5;BUSINESS:BLOCKCHAIN:ICO
12558288;Lawsuit Against FTX Celebrity Promoters Gains Momentum: Former Executive Joins the Battle;NEGATIVE;['EXCHANGE', 'TECHNOLOGY'];2;EXCHANGE:TECHNOLOGY
13030457;Bitcoin Ordinals to bridge Ethereum NFTs with the launch of BRC-721E;NEUTRAL;['BTC', 'ETH', 'ICO', 'MARKET'];4;MARKET:BTC:ICO
14048716;Bitcoin Cash leads charge as global crypto markets recover;POSITIVE;['BCH', 'MARKET', 'ALTCOIN', 'BUSINESS'];4;MARKET:BUSINESS:ALTCOIN
11272890;Tips on Choosing the Best Trading Platform;NEUTRAL;['TRADING', 'COMMODITY', 'SPONSORED'];3;TRADING:SPONSORED
12314183;Top Crypto Exchanges Witnessing Massive Ethereum Outflow?;NEGATIVE;['ETH', 'EXCHANGE'];2;EXCHANGE:ETH
13642573;XRP Price Analysis;NEUTRAL;['XRP', 'TRADING', 'MARKET'];3;TRADING:MARKET:XRP
14742370;Arkham referral links appear to reveal user email addresses;NEGATIVE;['BLOCKCHAIN', 'ICO', 'TECHNOLOGY'];3;BLOCKCHAIN:ICO:TECHNOLOGY
11981111;The game theory of Bitcoin and cryptocurrencies;NEUTRAL;['BTC', 'MARKET'];2;MARKET:BTC
34219;Solana (SOL) Price Briefly Rebounds After Steep Fall Amid Outage;NEGATIVE;['SOL', 'ALTCOIN', 'BLOCKCHAIN', 'TRADING'];4;TRADING:BLOCKCHAIN:ALTCOIN
10434456;Price analysis 3/8: BTC, ETH, BNB, XRP, ADA, DOGE, MATIC, SOL, DOT, LTC;NEUTRAL;['BTC', 'ADA', 'DOGE', 'DOT', 'ETH'];5;BTC:ETH:ADA
10977770;Blur (BLUR) Token Airdrop Fails To Impress, While Conflux (CFX) and TMS Network (TMSN) Hit New Highs;NEUTRAL;['ICO', 'SPONSORED'];2;ICO:SPONSORED
4482528;Bitcoin Price Prediction as BTC Sees $16 Billion Trading Volume Come In;NEUTRAL;['BTC', 'TRADING'];2;TRADING:BTC
11236647;Dogecoin Whale Abruptly Moves 350,000,000 DOGE in Multiple Transactions– Here’s Where the Crypto’s Headed;NEUTRAL;['DOGE', 'TRADING', 'ALTCOIN', 'BUSINESS'];4;TRADING:BUSINESS:ALTCOIN
33061;A Look Inside MicroStrategy’s $2.4 Billion Loan Used To Buy Bitcoin;NEUTRAL;['BTC', 'TECHNOLOGY', 'BUSINESS', 'TRADING'];4;TRADING:BTC:BUSINESS
13627202;Coinbase Informed About SEC Charges Minutes Before Its Legal Officer Was To Present Draft Bill to Congress;NEGATIVE;['REGULATION', 'BLOCKCHAIN', 'EXCHANGE'];3;EXCHANGE:BLOCKCHAIN:REGULATION
36637;Cardano Price After an Extended Bearish Trend Flashes Possibility of Closing May’s Trade Above $0.7;POSITIVE;['TRADING', 'ADA'];2;TRADING:ADA
13826057;Tether CTO Says 'Let Them Come' as Stablecoin's Dollar Peg Wobbles;NEUTRAL;['USDT', 'MARKET', 'BUSINESS', 'FIAT'];4;MARKET:BUSINESS:FIAT
3045481;French Bank Societe Generale Forays Into Crypto Sector;POSITIVE;['FIAT', 'BTC', 'MARKET'];3;MARKET:BTC:FIAT
11375309;As community questions ARB transfer, Arbitrum Foundation takes this step;NEGATIVE;['ETH', 'TRADING', 'ALTCOIN', 'ICO'];4;TRADING:ICO:ETH
15777723;YGG Surges Nearly 600% Before Crashing, What’s Going On?;POSITIVE;['TRADING', 'ICO', 'EXCHANGE', 'BUSINESS', 'REGULATION'];5;TRADING:BUSINESS:EXCHANGE
10821137;Major Crypto Exchange To List Dogecoin and Shiba Inu Competitor That’s Surged Over 300% Year-to-Date;POSITIVE;['DOGE', 'SHIB', 'EXCHANGE', 'TRADING', 'ALTCOIN'];5;TRADING:EXCHANGE:ALTCOIN
13571902;NFTGamingStars: The Play to Earn Giant, Brings Staking up to 60% APY;POSITIVE;['EXCHANGE', 'MINING', 'SPONSORED', 'TRADING'];4;TRADING:EXCHANGE:SPONSORED
2402218;This Macro Data Suggest Market Bounce Is Ahead;NEUTRAL;['MARKET'];1;MARKET
43483;Reasons Why Nigeria Central Bank Digital Currency (eNaira) will Succeed;POSITIVE;['FIAT', 'EXCHANGE'];2;EXCHANGE:FIAT
13012483;Binance Moves Tornado Cash (TORN) Into Innovative Zone;NEUTRAL;['EXCHANGE', 'ETH'];2;EXCHANGE:ETH
15743808;$52.3 million Recovered From Curve Finance Heist;NEGATIVE;['CRV', 'EXCHANGE', 'ICO'];3;EXCHANGE:ICO
13651490;Bitcoin Is Becoming A Lifeline For Political Dissidents In Myanmar;POSITIVE;['BTC', 'ASIA'];2;BTC:ASIA
14322833;Bruce Lee’s First Metaverse Debut Goes to Byte City;POSITIVE;['ASIA', 'SPONSORED'];2;SPONSORED:ASIA
27056;Cardano and Linux Creator, Linus Torvalds Meets in a Fireside Chat;NEUTRAL;['ADA'];1;ADA
13160265;Binance Exec. Found in Charge of Silvergate Bank Account for “Independent” Binance.US;NEUTRAL;['EXCHANGE', 'FIAT'];2;EXCHANGE:FIAT
50918;Top 3 Metaverse Crypto Games With a Market Cap Below $190 Million;POSITIVE;['MARKET', 'SPONSORED', 'TRADING'];3;TRADING:MARKET:SPONSORED
14051146;Bitcoin Cash, Stacks, and Pepe Lead Alts Parade as Bitcoin Breaks Above $29,000;POSITIVE;['MARKET', 'ALTCOIN', 'BCH'];3;MARKET:ALTCOIN
